% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.627000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.338461767e+06 +2.338461767e+06 +2.338538037e+06 +2.338538037e+06
2 0 +1.847197129e+05 +1.847197129e+05 +1.847959829e+05 +1.847959829e+05
3 0 +1.100418360e+05 +1.100418360e+05 +1.101181060e+05 +1.101181060e+05
8 0 +7.809039976e+02 +7.809039976e+02 +8.571739976e+02 +8.571739976e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-2.255000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.860709842e+06 +2.860709842e+06 +2.860687292e+06 +2.860687292e+06
2 0 +2.065282521e+06 +2.065282521e+06 +2.065259971e+06 +2.065259971e+06
3 0 +9.575592705e+04 +9.575592705e+04 +9.573337705e+04 +9.573337705e+04
13 0 +4.294675364e+04 +4.294675364e+04 +4.292420364e+04 +4.292420364e+04
17 0 +1.182722908e+04 +1.182722908e+04 +1.180467908e+04 +1.180467908e+04
48 0 +1.787076200e+03 +1.787076200e+03 +1.764526200e+03 +1.764526200e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.366000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.684344599e+03 +2.684344599e+03 +2.698004599e+03 +2.698004599e+03
3 0 +1.671595183e+03 +1.671595183e+03 +1.685255183e+03 +1.685255183e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (9.378400000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.458408478e+06 +3.458408478e+06 +3.459346318e+06 +3.459346318e+06
2 0 +5.045660319e+05 +5.045660319e+05 +5.055038719e+05 +5.055038719e+05
14 0 +4.630281857e+04 +4.630281857e+04 +4.724065857e+04 +4.724065857e+04
28 0 +7.360225211e+03 +7.360225211e+03 +8.298065211e+03 +8.298065211e+03
44 0 +4.272428382e+03 +4.272428382e+03 +5.210268382e+03 +5.210268382e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-7.872000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.212839078e+07 +1.212839078e+07 +1.212831206e+07 +1.212831206e+07
