% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.135000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.205674855e+02 +1.205674855e+02 +1.919174855e+02 +1.919174855e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.132604105e+02 +1.132604105e+02 +1.846104105e+02 +1.846104105e+02 -1.1762e+00 -1.3710e+00 -4.8973e-01 -4.3918e+00 -2.0632e+00
6 0 +3.283523994e+01 +3.283523994e+01 +1.041852399e+02 +1.041852399e+02 -4.3187e+00 +2.7167e+00 +2.0819e+00 -2.2246e+00 -4.3500e+00
8 0 +1.710552131e+01 +1.710552131e+01 +8.845552131e+01 +8.845552131e+01 +2.9602e+00 +1.0940e+00 +1.3698e+00 +3.8508e+00 +3.4673e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.552200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.380502722e+02 +1.380502722e+02 -2.171697278e+02 -2.171697278e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +6.585746142e+01 +6.585746142e+01 -2.893625386e+02 -2.893625386e+02 -1.6767e+00 -3.8650e+00 +1.1873e+00 -4.3399e+00 -2.0347e+00
6 0 +3.886703693e+01 +3.886703693e+01 -3.163529631e+02 -3.163529631e+02 +3.2070e+00 -3.1948e+00 -2.0525e+00 +3.1931e+00 +6.1421e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (9.917000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.990461148e+02 +1.990461148e+02 +2.982161148e+02 +2.982161148e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +4.014034418e+01 +4.014034418e+01 +1.393103442e+02 +1.393103442e+02 +1.1780e+00 -2.1888e+00 +7.6609e-01 -1.8937e+00 -4.4097e+00
7 0 +3.680235095e+01 +3.680235095e+01 +1.359723510e+02 +1.359723510e+02 -2.7533e+00 -2.8494e+00 -3.0345e-01 -3.3226e+00 -5.0368e-01
11 0 +3.001250360e+01 +3.001250360e+01 +1.291825036e+02 +1.291825036e+02 -1.9731e-01 -1.1952e+00 -4.3832e+00 -1.1260e+00 +4.2594e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.179100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.971953023e+01 +7.971953023e+01 -4.381904698e+02 -4.381904698e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +5.907443581e+01 +5.907443581e+01 -4.588355642e+02 -4.588355642e+02 +1.1658e+00 +3.6592e+00 +2.0786e+00 +4.4634e-01 +2.0286e+00
7 0 +2.816772357e+01 +2.816772357e+01 -4.897422764e+02 -4.897422764e+02 +3.0943e+00 -2.4067e+00 -3.1845e+00 -4.5541e+00 +4.9278e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.721000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.005348962e+02 +1.005348962e+02 +4.332489617e+01 +4.332489617e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +3.843601251e+01 +3.843601251e+01 -1.877398749e+01 -1.877398749e+01 -3.4120e+00 -1.8743e+00 -4.1000e+00 -3.5704e+00 +2.4749e+00
5 0 +3.663399969e+01 +3.663399969e+01 -2.057600031e+01 -2.057600031e+01 +4.1098e+00 +2.4994e-01 -1.6658e+00 +2.2408e+00 +4.4517e+00
11 0 +2.458432878e+01 +2.458432878e+01 -3.262567122e+01 -3.262567122e+01 +2.8311e+00 +4.4412e+00 -4.7202e+00 -2.3428e+00 -4.9324e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.626000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.013925787e+01 +4.013925787e+01 +1.063992579e+02 +1.063992579e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +3.462134804e+01 +3.462134804e+01 +1.008813480e+02 +1.008813480e+02 -1.4007e+00 +3.8515e+00 +4.5663e+00 +2.3853e+00 -1.3191e+00
3 0 +2.049519802e+01 +2.049519802e+01 +8.675519802e+01 +8.675519802e+01 +1.8404e+00 +1.3608e+00 +2.3315e+00 -1.3239e+00 -3.0081e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.386200000000e+02) | measured fitness | best measured fitness | x1 | x2...
